,epoch,loss,accuracy,precision,recall,F1
0,0,0.13604973256587982,0.9589187502861023,0.819963812828064,0.7351491451263428,0.7752436399459839
1,10,0.22382903099060059,0.9449499845504761,0.9073379039764404,0.523640513420105,0.6640475988388062
2,20,0.1681765913963318,0.9572937488555908,0.8618356585502625,0.6183775663375854,0.7200852632522583
3,30,0.14992186427116394,0.9501624703407288,0.7184184193611145,0.7898715734481812,0.7524524331092834
4,40,0.20000246167182922,0.9460124969482422,0.8418124914169312,0.5405598282814026,0.6583609580993652
5,50,0.16473416984081268,0.953681230545044,0.8686177134513855,0.6184126138687134,0.7224656343460083
6,60,0.13853590190410614,0.956849992275238,0.8324205875396729,0.6677931547164917,0.7410740852355957
7,70,0.39561304450035095,0.8457937240600586,0.36234816908836365,0.8463075160980225,0.5074364542961121
8,80,0.18374507129192352,0.9474937319755554,0.8192453384399414,0.5947637557983398,0.6891856789588928
9,90,0.12041473388671875,0.9633937478065491,0.8286687135696411,0.7530762553215027,0.7890661954879761
10,100,0.16309019923210144,0.9535624980926514,0.8587512969970703,0.6355258226394653,0.7304650545120239
11,110,0.13257673382759094,0.9607687592506409,0.8561410903930664,0.7400355339050293,0.7938655614852905
12,120,0.13552244007587433,0.9590312242507935,0.8385809063911438,0.7218934893608093,0.7758744359016418
13,130,0.17907699942588806,0.9549750089645386,0.8958624005317688,0.612952470779419,0.7278839945793152
14,140,0.13309383392333984,0.9601250290870667,0.8466123938560486,0.7013012766838074,0.7671362161636353
15,150,0.17493753135204315,0.9527562260627747,0.8389871716499329,0.595649778842926,0.696681559085846
16,160,0.15605677664279938,0.9581999778747559,0.834649384021759,0.7001115083694458,0.7614836096763611
17,170,0.11937512457370758,0.9643812775611877,0.7945027947425842,0.7952466607093811,0.7948745489120483
18,180,0.19139738380908966,0.9495812654495239,0.8492189049720764,0.6038065552711487,0.7057879567146301
19,190,0.14039935171604156,0.9610187411308289,0.8609551787376404,0.6829953193664551,0.7617191672325134
20,200,0.14577099680900574,0.9593312740325928,0.8433509469032288,0.6797502040863037,0.7527642250061035
21,210,0.13435015082359314,0.9553499817848206,0.7419772148132324,0.8030131459236145,0.771289587020874
22,220,0.14257082343101501,0.9595249891281128,0.8599626421928406,0.7141881585121155,0.7803256511688232
23,230,0.14555609226226807,0.9551874995231628,0.787885844707489,0.6969821453094482,0.7396513819694519
24,240,0.16831371188163757,0.9530749917030334,0.8267827033996582,0.6293420791625977,0.714676558971405
25,250,0.12590409815311432,0.9635999798774719,0.8644266128540039,0.7488925457000732,0.8025227189064026
26,260,0.13410332798957825,0.9662812352180481,0.9023749232292175,0.6882159113883972,0.7808781266212463
27,270,0.15711596608161926,0.9577062726020813,0.8709018230438232,0.6484519839286804,0.7433923482894897
28,280,0.11503571271896362,0.9640874862670898,0.815443217754364,0.781075656414032,0.7978895306587219
29,290,0.13911980390548706,0.9577562212944031,0.797138512134552,0.750993013381958,0.7733780741691589
30,300,0.1376650333404541,0.9591437578201294,0.8141252994537354,0.7262641191482544,0.7676889300346375
31,310,0.16301044821739197,0.953193724155426,0.833716094493866,0.6391497254371643,0.7235817313194275
32,320,0.1431293785572052,0.9538000226020813,0.7430328130722046,0.7662933468818665,0.7544838190078735
33,330,0.16123247146606445,0.9570812582969666,0.8668087124824524,0.6572757959365845,0.7476387619972229
34,340,0.12340271472930908,0.9609812498092651,0.811015248298645,0.7626487612724304,0.786088764667511
35,350,0.1897014081478119,0.948074996471405,0.7686684727668762,0.6262434720993042,0.6901848912239075
36,360,0.1413915455341339,0.9566937685012817,0.7994217276573181,0.7269620299339294,0.7614719867706299
37,370,0.12038836628198624,0.9647312760353088,0.8471595048904419,0.7474081516265869,0.7941637635231018
38,380,0.1431012749671936,0.9569500088691711,0.8073766827583313,0.6809507012367249,0.7387940287590027
39,390,0.1442895084619522,0.9590187668800354,0.8422243595123291,0.7242093086242676,0.7787712216377258
40,400,0.14009349048137665,0.9606187343597412,0.8462536334991455,0.703187108039856,0.7681154012680054
41,410,0.14339148998260498,0.959793746471405,0.844010055065155,0.7074422836303711,0.7697153687477112
42,420,0.14496548473834991,0.9580312371253967,0.8751571774482727,0.6466255187988281,0.743731677532196
43,430,0.1250765174627304,0.9611062407493591,0.8102478384971619,0.769788920879364,0.78950035572052
44,440,0.12194403260946274,0.9625375270843506,0.846738874912262,0.7337726950645447,0.7862187027931213
45,450,0.15937623381614685,0.9563937783241272,0.8516817092895508,0.6510502696037292,0.7379726767539978
46,460,0.1544591784477234,0.9562312364578247,0.8568606376647949,0.6641572117805481,0.7483018040657043
47,470,0.1345076858997345,0.9597625136375427,0.8417959809303284,0.7203455567359924,0.7763496041297913
48,480,0.1410529613494873,0.960562527179718,0.8959019184112549,0.6544166803359985,0.7563518285751343
49,490,0.1205454021692276,0.9617062211036682,0.781548023223877,0.7922241687774658,0.7868499159812927
50,500,0.15649883449077606,0.9492062330245972,0.7205173969268799,0.8179528117179871,0.766149640083313
51,510,0.13207775354385376,0.961493730545044,0.8354829549789429,0.7443363666534424,0.7872803211212158
52,520,0.16084647178649902,0.957812488079071,0.8854844570159912,0.6411648988723755,0.7437747120857239
53,530,0.1653156280517578,0.9540125131607056,0.8367422819137573,0.6163539290428162,0.7098351716995239
54,540,0.14415475726127625,0.9590187668800354,0.8391304612159729,0.6782195568084717,0.7501429319381714
55,550,0.19633236527442932,0.9495000243186951,0.8319740891456604,0.5514206290245056,0.663249135017395
56,560,0.15717513859272003,0.9574750065803528,0.8771045207977295,0.625873863697052,0.7304919958114624
57,570,0.11600907891988754,0.9642375111579895,0.8266215920448303,0.7562930583953857,0.7898949980735779
58,580,0.157600998878479,0.9567375183105469,0.8682869076728821,0.6353403329849243,0.7337691783905029
59,590,0.11220834404230118,0.9677687287330627,0.873147189617157,0.747161865234375,0.8052565455436707
60,600,0.13585057854652405,0.956068754196167,0.7744735479354858,0.7579009532928467,0.7660976648330688
61,610,0.13001808524131775,0.9617624878883362,0.8334441184997559,0.7449659705162048,0.7867252230644226
62,620,0.13417580723762512,0.9634812474250793,0.8907864689826965,0.6887654662132263,0.7768569588661194
63,630,0.18244656920433044,0.9506624937057495,0.8249354362487793,0.5872983336448669,0.6861231923103333
64,640,0.15716098248958588,0.9554687738418579,0.8749681115150452,0.6454727649688721,0.7429004311561584
65,650,0.1424001008272171,0.9580062627792358,0.8523356914520264,0.6892246603965759,0.7621508836746216
66,660,0.12654273211956024,0.9651374816894531,0.8581955432891846,0.6902211308479309,0.7650973200798035
67,670,0.12888291478157043,0.9610999822616577,0.8051663041114807,0.7442756295204163,0.7735244631767273
68,680,0.17787900567054749,0.9488124847412109,0.8361126780509949,0.6306951642036438,0.7190201878547668
69,690,0.1582127958536148,0.9532999992370605,0.8123894929885864,0.6912999749183655,0.7469691634178162
70,700,0.17099307477474213,0.9562937617301941,0.8997857570648193,0.6077089905738831,0.7254524827003479
71,710,0.11895760148763657,0.9634000062942505,0.8139829039573669,0.746013343334198,0.7785173654556274
72,720,0.13965411484241486,0.9594312310218811,0.858203649520874,0.698200523853302,0.7699776887893677
73,730,0.1436043232679367,0.9539250135421753,0.756935179233551,0.7136363387107849,0.7346483469009399
74,740,0.13589201867580414,0.959193766117096,0.8381638526916504,0.6852016448974609,0.7540032267570496
75,750,0.13328155875205994,0.9619374871253967,0.8644140958786011,0.6887221336364746,0.7666309475898743
76,760,0.12066201865673065,0.9637937545776367,0.8589734435081482,0.7583743929862976,0.8055452704429626
77,770,0.17471863329410553,0.951731264591217,0.8634738922119141,0.569734513759613,0.6865028738975525
78,780,0.13164964318275452,0.9604062438011169,0.8022555112838745,0.7653190493583679,0.7833521366119385
